,CrunchBase Ranking,Company Name/Organisation Name,Acquired by,About,Location,Number of Employees,Industry,IPO Status,Website,Founded Date,Headquarters,Founders,Operating Status,Hub Tags,Last Funding Type,Company Type,Investor Type,Investment Stage,Number of Investors,Number Funding Rounds,Total Funding Amount,Number of exits,Number of Lead Investors,Number of Acquisitions,Number of Current Team Members (core team),Number of Board Members/Advisors,Total Products Active,Product Downloads in the Last 30 Days,Active Tech Count,Monthly Visits,Monthly Visits Growth,Number of Articles,Number of Events,Number of Funds,Number of Investments,Number of Diversity Investments,Number of Exits,Related Hubs,Stock Symbol,IPO Date,Number of Sub,Organisations,Funding Rounds,Funds Raised (for VC),Number of Lead Investments
87,287,ubisoft,NA,"['Ubisoft is a producer, publisher, and distributor of interactive entertainment products.', 'Ubisoft is a publishing and distribution company of interactive entertainment products worldwide.\nIn 1989, Ubisoft released its first game called “Zombi”. It produces, publishes, and distributes video games for consoles, PCs, smart phones, and tablets in physical and digital formats worldwide.\nIt offers its products under the brands:', ""Assassin's Creed, Driver, Far Cry, Imagine, Just Dance, Might & Magic, Petz, Prince of Persia, Rabbids, Rayman, The Settlers, Tom Clancy's Ghost Recon, Tom Clancy's Rainbow Six, Tom Clancy's Splinter Cell, and Watch Dogs. Ubisoft is present in 28 countries and has sales in more than 55 countries around the globe.\nUbisoft was established in 1986 by Yves Guillemot and his brothers. It is headquartered in Surrey.""]","Montreuil-sous-bois, Ile-de-France, France",5001-10000,"['Media and Entertainment', 'Publishing', 'Video Games']",Public,www.ubisoft.com,"['Jan 1, 1986']",['European Union (EU)'],"['Christian Guillemot, Claude Guillemot, Gerard Guillemot, Michel Guillemot, Yves Guillemot']",['Active'],NA,['Post-IPO Secondary'],['For Profit'],NA,NA,4,3,$770.7M,NA,1,23,46,NA,80,"10,812,398",230,"33,774,467",-23.14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,288,ubisoft,NA,"['Ubisoft is a producer, publisher, and distributor of interactive entertainment products.', 'Ubisoft is a publishing and distribution company of interactive entertainment products worldwide.\nIn 1989, Ubisoft released its first game called “Zombi”. It produces, publishes, and distributes video games for consoles, PCs, smart phones, and tablets in physical and digital formats worldwide.\nIt offers its products under the brands:', ""Assassin's Creed, Driver, Far Cry, Imagine, Just Dance, Might & Magic, Petz, Prince of Persia, Rabbids, Rayman, The Settlers, Tom Clancy's Ghost Recon, Tom Clancy's Rainbow Six, Tom Clancy's Splinter Cell, and Watch Dogs. Ubisoft is present in 28 countries and has sales in more than 55 countries around the globe.\nUbisoft was established in 1986 by Yves Guillemot and his brothers. It is headquartered in Surrey.""]","Montreuil-sous-bois, Ile-de-France, France",5001-10000,"['Media and Entertainment', 'Publishing', 'Video Games']",Public,www.ubisoft.com,"['Jan 1, 1986']",['European Union (EU)'],"['Christian Guillemot, Claude Guillemot, Gerard Guillemot, Michel Guillemot, Yves Guillemot']",['Active'],NA,['Post-IPO Secondary'],['For Profit'],NA,NA,4,NA,$770.7M,NA,NA,23,46,NA,80,"10,812,398",230,"33,774,467",-23.14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,289,fictiv,NA,"['Fictiv is a Digital Manufacturing Ecosystem that delivers precision parts on-demand through its digital platform and global partner network.', 'with agility, accelerate development cycles, and increase supply chain predictability.\nThe company was founded in 2013 and is headquartered in San Francisco, California.']","San Francisco, California, United States",101-250,"['3D Printing', 'Artificial Intelligence', 'Hardware', 'Manufacturing', 'Mechanical Engineering']",Private,www.fictiv.com/,['2013'],"['San Francisco Bay Area, West Coast, Western US']","['Dave Evans, Nathan Evans']",['Active'],NA,['Series D'],['For Profit'],NA,NA,14,4,$92.6M,NA,3,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,290,binance,NA,"['Binance is a cryptocurrency exchange platform that combines digital technology and finance.', 'Binance is a cryptocurrency exchange platform that combines digital technology and finance. The company provides access to exchange digital currency pairs on the market while maintaining security, liquidity, enabling a safe and efficient deal with anyone, anytime and anywhere.']","Valletta, NA - Malta, Malta",251-500,"['Bitcoin', 'Cryptocurrency', 'Ethereum', 'Finance', 'FinTech', 'Internet', 'Stock Exchanges']",Private,www.binance.com,['2017'],['European Union (EU)'],"['Changpeng Zhao, Yi He']",['Active'],NA,['Initial Coin Offering'],['For Profit'],NA,NA,14,8,$25M,1,3,7,9,NA,20,NA,61,"61,316,487",48.81%,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
91,291,binance,NA,"['Binance is a cryptocurrency exchange platform that combines digital technology and finance.', 'Binance is a cryptocurrency exchange platform that combines digital technology and finance. The company provides access to exchange digital currency pairs on the market while maintaining security, liquidity, enabling a safe and efficient deal with anyone, anytime and anywhere.']","Valletta, NA - Malta, Malta",251-500,"['Bitcoin', 'Cryptocurrency', 'Ethereum', 'Finance', 'FinTech', 'Internet', 'Stock Exchanges']",Private,www.binance.com,['2017'],['European Union (EU)'],"['Changpeng Zhao, Yi He']",['Active'],NA,['Initial Coin Offering'],['For Profit'],NA,NA,14,8,$25M,1,3,7,9,NA,20,NA,61,"61,316,487",48.81%,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
92,292,oatly,NA,"['Oatly delivers products that have maximum nutritional value and minimal environmental impact.', ""Oatly delivers products that have maximum nutritional value and minimal environmental impact. The company's sole purpose is to make it easy for people to turn what they eat and drink into personal moments of healthy joy without recklessly taxing the planet’s resources in the process.""]","Malmö, Skane Lan, Sweden",251-500,"['Food and Beverage', 'Nutrition', 'Wellness']",Private,www.oatly.com,"['Jan 1, 1990']","['European Union (EU), Nordic Countries, Scandinavia']",['Bjorn Oste'],['Active'],NA,['Private Equity'],['For Profit'],NA,NA,13,NA,$241.4M,NA,NA,NA,3,NA,NA,NA,82,"405,613",-3.95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,293,flywireco,NA,"['Flywire provides a vertical payment platform designed to simplify the global payment and receivables process.', 'and protect their customers from fraudulent activity.\nThe company was founded in 2011 and is headquartered in Boston, Massachusetts.']","Boston, Massachusetts, United States",251-500,"['Financial Services', 'FinTech', 'Payments']",Private,www.flywire.com,"['Jan 15, 2011']","['Greater Boston Area, East Coast, New England']",['Iker Marcaide'],['Active'],NA,['Series F'],['For Profit'],NA,NA,32,9,$323.2M,NA,8,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,294,flywireco,NA,"['Flywire provides a vertical payment platform designed to simplify the global payment and receivables process.', 'and protect their customers from fraudulent activity.\nThe company was founded in 2011 and is headquartered in Boston, Massachusetts.']","Boston, Massachusetts, United States",251-500,"['Financial Services', 'FinTech', 'Payments']",Private,www.flywire.com,"['Jan 15, 2011']","['Greater Boston Area, East Coast, New England']",['Iker Marcaide'],['Active'],NA,['Series F'],['For Profit'],NA,NA,32,9,$323.2M,NA,8,5,14,NA,30,NA,54,"733,749",33.37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,295,flywireco,NA,"['Flywire provides a vertical payment platform designed to simplify the global payment and receivables process.', 'and protect their customers from fraudulent activity.\nThe company was founded in 2011 and is headquartered in Boston, Massachusetts.']","Boston, Massachusetts, United States",251-500,"['Financial Services', 'FinTech', 'Payments']",Private,www.flywire.com,"['Jan 15, 2011']","['Greater Boston Area, East Coast, New England']",['Iker Marcaide'],['Active'],NA,['Series F'],['For Profit'],NA,NA,32,9,$323.2M,NA,8,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,296,cicc,NA,"['CICC, a joint venture investment bank, provides investment banking, capital market, individual sales, and trading services to its clients.', 'wealth management and research.']","Beijing, Beijing, China",1001-5000,"['Banking', 'Finance', 'Financial Services', 'Venture Capital']",NA,www.cicc.com/index_en.xhtml,"['Jul 31, 1995']",['Asia-Pacific (APAC)'],NA,['Active'],NA,['Post-IPO Equity'],['For Profit'],NA,NA,2,2,$367M,21,1,3,NA,NA,NA,"87,183",16,NA,NA,NA,NA,2,96,2,21,NA,['HKG:3908'],NA,NA,NA,NA,NA,NA
97,297,triller,NA,"['Triller is an AI-powered music video app that enables anyone to make professional videos, effortlessly.', 'solely on organic growth and has more than 23 million downloads, with celebrities from Kevin Hart to Vanessa Hudgens regularly using the app to create their own music videos. Triller raised a $4.5M seed round in May 2016 and a $5M Series A funding round in February 2018, with plans to expand its AI technology and develop the brand as a talent discovery platform.']","New York, New York, United States",Nov-50,"['Digital Media', 'Music', 'Social Network', 'Software']",Private,www.triller.co/,['2015'],"['Greater New York Area, East Coast, Northeastern US']","['David Leiberman, Sammy Rubin']",['Active'],NA,['Series B'],['For Profit'],NA,NA,7,2,$33M,NA,2,1,5,NA,13,"583,532",40,"207,884",1.99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,298,docusign,NA,"['DocuSign helps small- and medium-sized businesses collect information, automate data workflows, and sign on various devices.', 'DocuSign operates a cloud-based electronic signature platform that helps small- and medium-sized businesses, enterprises, and individuals collect information, automate data workflows, and sign on various devices.\nThe company’s platform automates manual and paper-based processes that allow users to manage various aspects of documented business', 'transactions, including identity management, authentication, digital signature, forms and data collection, collaboration, and workflow automation and storage.\nThe company also provides training and support services. Its platform serves the sales, human resources, finance, information technology, operations, legal, marketing, facilities, support, product management, and procurement departments in the financial services, healthcare, technology, higher education, insurance, real estate, life sciences, and government sectors in the United States and internationally.\nDocuSign was incorporated in 2003 and is based in San Francisco, California with additional offices in London, Sydney, Sao Paulo, and Dublin.']","San Francisco, California, United States",1001-5000,"['Cloud Management', 'Computer', 'E-Signature', 'Information Technology', 'SaaS', 'Software']",Public,www.docusign.com,['2003'],"['San Francisco Bay Area, West Coast, Western US']",['Thomas Gonser'],['Active'],NA,['Secondary Market'],['For Profit'],NA,NA,NA,19,$536.2M,1,NA,7,108,NA,109,"538,183",82,"29,398,879",-1.26%,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
99,299,circle-2,NA,"[Circle is a global internet finance company, built on blockchain technology and powered by crypto assets.]","Boston, Massachusetts, United States",251-500,"['Banking', 'Blockchain', 'Cryptocurrency', 'Finance', 'Financial Services', 'FinTech', 'Payments', 'Personal Finance']",Private,www.circle.com/en/,['2013'],"['Greater Boston Area, East Coast, New England']","['Jeremy Allaire', 'Sean Neville']",['Active'],NA,['Venture - Series Unknown'],['For Profit'],NA,NA,27,8,$271M,NA,6,NA,7,9,21,850,92,"264,981",69.04%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
